"""194862"",",Santa Fe Gold Corporation,Materials,Precious Metals & Minerals,Metals & Mining,0,,,
"""190848"",",Sasol Limited,Materials,Diversified Chemicals,Chemicals,0.2783940946115286,,,
"""190939"",","Schnitzer Steel Industries, Inc",Materials,Steel,Metals & Mining,0.6042083333333333,,,
"""190977"",","Schweitzer-Mauduit International, Inc",Materials,Paper Products,Paper & Forest Products,0.049590625,,,
"""191096"",",Sealed Air Corporation,Materials,Paper Packaging,Containers & Packaging,0.2684802212091386,,,
"""195469"",",Sensient Technologies Corporation,Materials,Specialty Chemicals,Chemicals,0.7397400000000001,,,
"""193760"",",Shaniv Paper Industry Ltd,Materials,Paper Products,Paper & Forest Products,0,,,
"""192108"",",Shougang Fushan Resources Group Limited,Materials,Steel,Metals & Mining,0,,,
"""191106"",",Silgan Holdings Inc,Materials,Metal & Glass Containers,Containers & Packaging,0.5526097572815524,,,
"""192295"",",Sinofert Holdings Limited,Materials,Fertilizers & Agricultural Chemicals,Chemicals,-0.414,,,
"""191143"",",Sinopec Shanghai Petrochemical Company Limited,Materials,Commodity Chemicals,Chemicals,0.8689,,,
"""194994"",",Smith-Midland Corporation,Materials,Construction Materials,Construction Materials,0,,,
"""195455"",",Sociedad Quimica y Minera de Chile S.A,Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.7744250000000004,,,
"""194673"",",Solitario Zinc Corp,Materials,Diversified Metals & Mining,Metals & Mining,0,,,
"""195615"",",Solvay SA,Materials,Diversified Chemicals,Chemicals,0.2772708108715184,,,
"""191219"",",Sonoco Products Company,Materials,Paper Packaging,Containers & Packaging,0.2539557243574249,,,
"""190931"",",Southern Copper Corporation,Materials,Copper,Metals & Mining,0.2699857142857143,,,
"""191027"",","Steel Dynamics, Inc",Materials,Steel,Metals & Mining,0.5648679999999997,,,
"""190918"",",Stepan Company,Materials,Specialty Chemicals,Chemicals,-0.758355882,,,
"""194875"",",Stora Enso Oyj,Materials,Paper Products,Paper & Forest Products,0.4045007701273091,,,
"""244712"",",Summit Materials Inc,Materials,Construction Materials,Construction Materials,-0.4356625,,,
"""195471"",","SunCoke Energy, Inc",Materials,Steel,Metals & Mining,0.5337629629629629,,,
"""240238"",",Suzano Papel e Celulose SA ADR,Materials,Paper Products,Paper & Forest Products,0,,,
"""190971"",",Svenska Cellulosa Aktiebolaget SCA (publ),Materials,Forest Products,Paper & Forest Products,0.6010950000000002,,,
"""195507"",",Synalloy Corporation,Materials,Steel,Metals & Mining,-0.077407143,,,
"""245020"",",TMC the metals company Inc,Materials,Diversified Metals & Mining,Metals & Mining,-0.64636086,,,
"""195322"",","TOR Minerals International, Inc",Materials,Specialty Chemicals,Chemicals,0,,,
"""200222"",",Taiwan Cement Corp,Materials,Construction Materials,Construction Materials,0.3618375,,,
"""243338"",",Taronis Technologies Inc,Materials,Health Care Equipment,Chemicals,0,,,
"""195263"",",Teck Resources Limited,Materials,Diversified Metals & Mining,Metals & Mining,0.3633341655694532,,,
"""195193"",",Tecnoglass Inc,Materials,Construction Materials,Construction Materials,-0.328619118,,,
"""190141"",",Ternium S.A,Materials,Steel,Metals & Mining,0,,,
"""195360"",","Terra Nitrogen Company, L.P",Materials,Fertilizers & Agricultural Chemicals,Chemicals,0,,,
"""195613"",",Tessenderlo Group NV,Materials,Diversified Chemicals,Chemicals,0.3584299999999999,,,
"""206904"",",The Chemours Company,Materials,Diversified Chemicals,Chemicals,0.2156522176379577,,,
"""189998"",",The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.2217394787560226,,,
"""194977"",",The Scotts Miracle-Gro Company,Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.75875,,,
